ShoulderLeft, Inferred, 0.8273965, -0.4177735, 3.839013
ElbowLeft, Inferred, 0.7241954, -0.3309918, 3.814644
WristLeft, Inferred, 0.6108878, -0.2379722, 3.806562
HandLeft, Inferred, 0.5690122, -0.2011653, 3.795941
ShoulderRight, Inferred, 0.949634, -0.3006218, 3.770265
ElbowRight, Tracked, 0.8664264, -0.3745865, 3.78346
WristRight, Tracked, 0.842733, -0.4715514, 3.718875
HandRight, Inferred, 0.8348352, -0.5038731, 3.699919
HipLeft, Tracked, 0.7113158, -0.4938944, 3.913681
KneeLeft, Tracked, 0.6321611, -0.1750784, 3.854882
AnkleLeft, Inferred, 0.6832714, -0.3893037, 3.749601
FootLeft, Tracked, 0.6508034, -0.4035305, 3.701086
HipRight, Tracked, 0.7419679, -0.4853536, 3.795987
KneeRight, Tracked, 0.7451118, -0.6373114, 3.536387
AnkleRight, Inferred, 0.6168155, -0.5199817, 3.494577
FootRight, Tracked, 0.5727465, -0.4908838, 3.465915
HipCenter, Tracked, 0.7191851, -0.3931254, 3.892858
Spine, Tracked, 0.7159129, -0.3759182, 3.918462
ShoulderCenter, Tracked, 0.7285461, -0.2507238, 3.923926
Head, Tracked, 0.6459529, -0.1637571, 3.883926
ShoulderLeft, Tracked, 0.6278307, -0.2339492, 3.846189
ElbowLeft, Inferred, 0.5784292, -0.33604, 3.81053
WristLeft, Inferred, 0.5590899, -0.1828461, 3.780987
HandLeft, Inferred, 0.5526435, -0.1317815, 3.7737
ShoulderRight, Inferred, 0.8161739, -0.2157555, 3.89718
ElbowRight, Inferred, 0.8440096, -0.341291, 3.793859
WristRight, Inferred, 0.8607301, -0.4328246, 3.714235
HandRight, Inferred, 0.8663035, -0.4633359, 3.690255
HipLeft, Tracked, 0.6941408, -0.4703123, 3.928753
KneeLeft, Tracked, 0.6070426, -0.1793182, 3.873321
AnkleLeft, Tracked, 0.6720665, -0.394944, 3.783783
FootLeft, Tracked, 0.6904885, -0.4031832, 3.727267
HipRight, Tracked, 0.7535177, -0.4622896, 3.82426
KneeRight, Tracked, 0.6949024, -0.6978474, 3.773123
AnkleRight, Inferred, 0.8029441, -0.7597167, 3.634599
FootRight, Tracked, 0.7617028, -0.7053901, 3.645106
HipCenter, Tracked, 0.7094853, -0.41346, 3.864571
Spine, Tracked, 0.6996341, -0.3900692, 3.878213
ShoulderCenter, Tracked, 0.6837981, -0.2770911, 3.863336
Head, Tracked, 0.6394269, -0.1417292, 3.831034
ShoulderLeft, Inferred, 0.6253996, -0.227808, 3.794431
ElbowLeft, Inferred, 0.5499012, -0.2424799, 3.694327
WristLeft, Inferred, 0.554145, -0.1752448, 3.779442
HandLeft, Inferred, 0.5528294, -0.1987995, 3.812931
ShoulderRight, Inferred, 0.7714258, -0.2421227, 3.83659
ElbowRight, Inferred, 0.8463678, -0.366412, 3.766736
WristRight, Inferred, 0.87686, -0.4541479, 3.691829
HandRight, Inferred, 0.8870241, -0.4833933, 3.669418
HipLeft, Tracked, 0.6975399, -0.4816855, 3.919968
KneeLeft, Tracked, 0.609131, -0.1789966, 3.859187
AnkleLeft, Tracked, 0.6636134, -0.4005627, 3.78658
FootLeft, Tracked, 0.6833287, -0.4156563, 3.731984
HipRight, Tracked, 0.7532276, -0.4877526, 3.805273
KneeRight, Tracked, 0.6894912, -0.7209323, 3.754107
AnkleRight, Tracked, 0.8225002, -0.7345983, 3.627818
FootRight, Tracked, 0.7637891, -0.7036717, 3.646628
HipCenter, Tracked, 0.7304561, -0.4292119, 3.864739
Spine, Tracked, 0.7292632, -0.4183895, 3.87544
ShoulderCenter, Tracked, 0.7376449, -0.3682123, 3.843204
Head, Tracked, 0.6676431, -0.2241261, 3.844777
ShoulderLeft, Inferred, 0.6625543, -0.3850565, 3.791502
ElbowLeft, Inferred, 0.7076067, -0.3565268, 3.67423
WristLeft, Inferred, 0.6306672, -0.2555947, 3.757481
HandLeft, Inferred, 0.5897897, -0.2523443, 3.757478
ShoulderRight, Inferred, 0.8252727, -0.3332439, 3.816457
ElbowRight, Inferred, 0.8851967, -0.3963348, 3.725734
WristRight, Inferred, 0.8118914, -0.4843038, 3.704013
HandRight, Inferred, 0.7874563, -0.5136268, 3.699314
HipLeft, Tracked, 0.6913134, -0.4897073, 3.925121
KneeLeft, Tracked, 0.6446676, -0.1642734, 3.885182
AnkleLeft, Tracked, 0.6900188, -0.3823379, 3.797785
FootLeft, Tracked, 0.7039697, -0.4088767, 3.746487
HipRight, Tracked, 0.7630833, -0.4868015, 3.812617
KneeRight, Tracked, 0.7265164, -0.7052166, 3.702157
AnkleRight, Tracked, 0.8988523, -0.6888692, 3.686008
FootRight, Tracked, 0.8335513, -0.6970826, 3.667641
HipCenter, Tracked, 0.7353339, -0.4632702, 3.840961
Spine, Tracked, 0.7306811, -0.4342353, 3.845271
ShoulderCenter, Tracked, 0.7069964, -0.2964101, 3.829085
Head, Tracked, 0.6805281, -0.1653405, 3.826227
ShoulderLeft, Tracked, 0.6813825, -0.34158, 3.821882
ElbowLeft, Inferred, 0.749454, -0.3080835, 3.722915
WristLeft, Tracked, 0.6399845, -0.2129433, 3.766032
HandLeft, Inferred, 0.6005886, -0.2098107, 3.766029
ShoulderRight, Inferred, 0.7946241, -0.2614417, 3.802338
ElbowRight, Tracked, 0.8618814, -0.3894874, 3.73616
WristRight, Inferred, 0.8714907, -0.4818585, 3.663482
HandRight, Inferred, 0.8746938, -0.5126489, 3.641722
HipLeft, Tracked, 0.7140599, -0.5076278, 3.870001
KneeLeft, Tracked, 0.6668866, -0.2015285, 3.8262
AnkleLeft, Tracked, 0.6853836, -0.4268761, 3.792841
FootLeft, Tracked, 0.6803523, -0.4518493, 3.740824
HipRight, Tracked, 0.7686638, -0.4986983, 3.817701
KneeRight, Tracked, 0.71271, -0.7134298, 3.747955
AnkleRight, Inferred, 0.8056662, -0.7706438, 3.606114
FootRight, Tracked, 0.7817596, -0.7094543, 3.617107
HipCenter, Tracked, 0.7249085, -0.4344032, 3.857914
Spine, Tracked, 0.7209328, -0.4117863, 3.85291
ShoulderCenter, Tracked, 0.695733, -0.2912982, 3.839756
Head, Tracked, 0.6869766, -0.1681066, 3.82806
ShoulderLeft, Inferred, 0.6844606, -0.3029364, 3.850769
ElbowLeft, Inferred, 0.8176525, -0.3442727, 3.79137
WristLeft, Inferred, 0.709923, -0.3895373, 3.882523
HandLeft, Inferred, 0.6983114, -0.4396908, 3.869209
ShoulderRight, Inferred, 0.86054, -0.3950174, 3.805992
ElbowRight, Tracked, 0.9075976, -0.4081939, 3.689863
WristRight, Tracked, 0.8029219, -0.3690909, 3.786782
HandRight, Inferred, 0.8029219, -0.3297886, 3.786782
HipLeft, Tracked, 0.6915776, -0.465927, 3.881732
KneeLeft, Tracked, 0.6705843, -0.1721432, 3.817852
AnkleLeft, Inferred, 0.6539754, -0.3980715, 3.801307
FootLeft, Tracked, 0.6368756, -0.4262473, 3.753922
HipRight, Tracked, 0.7749003, -0.5022513, 3.846923
KneeRight, Tracked, 0.732918, -0.694925, 3.738358
AnkleRight, Tracked, 0.8270932, -0.7343295, 3.591312
FootRight, Tracked, 0.7876235, -0.7003917, 3.628265
HipCenter, Tracked, 0.7174728, -0.4363672, 3.86204
Spine, Tracked, 0.7138637, -0.4143876, 3.856822
ShoulderCenter, Tracked, 0.6934628, -0.3041245, 3.83988
Head, Tracked, 0.6717781, -0.1673922, 3.832263
ShoulderLeft, Tracked, 0.6612543, -0.2703548, 3.797278
ElbowLeft, Inferred, 0.6402116, -0.3919272, 3.830215
WristLeft, Inferred, 0.6193544, -0.5314325, 3.879295
HandLeft, Inferred, 0.6073025, -0.5820573, 3.896663
ShoulderRight, Inferred, 0.8582699, -0.4078438, 3.806116
ElbowRight, Tracked, 0.9067076, -0.375611, 3.695949
WristRight, Tracked, 0.789687, -0.3162544, 3.765211
HandRight, Inferred, 0.789687, -0.2771517, 3.765212
HipLeft, Tracked, 0.6826499, -0.4678488, 3.879007
KneeLeft, Tracked, 0.6733156, -0.1700272, 3.841944
AnkleLeft, Inferred, 0.6959686, -0.3936878, 3.804348
FootLeft, Tracked, 0.696095, -0.4197241, 3.753104
HipRight, Tracked, 0.7676243, -0.5010899, 3.858443
KneeRight, Tracked, 0.7163699, -0.6895751, 3.747124
AnkleRight, Tracked, 0.8412539, -0.7218457, 3.62679
FootRight, Tracked, 0.779846, -0.7077923, 3.646813
HipCenter, Tracked, 0.7152685, -0.4138377, 3.855541
Spine, Tracked, 0.7132634, -0.3960305, 3.852117
ShoulderCenter, Tracked, 0.6990077, -0.2997354, 3.842883
Head, Tracked, 0.6793135, -0.1650919, 3.831589
ShoulderLeft, Inferred, 0.651109, -0.2352124, 3.79115
ElbowLeft, Inferred, 0.634746, -0.3577974, 3.822284
WristLeft, Inferred, 0.6183785, -0.4985882, 3.868456
HandLeft, Inferred, 0.6094683, -0.5479009, 3.885357
ShoulderRight, Inferred, 0.8638148, -0.4034547, 3.809119
ElbowRight, Tracked, 0.8948682, -0.3923892, 3.687986
WristRight, Tracked, 0.7901029, -0.3425626, 3.778148
HandRight, Inferred, 0.7901029, -0.3034739, 3.778148
HipLeft, Tracked, 0.6750107, -0.4529956, 3.874816
KneeLeft, Tracked, 0.6709709, -0.1663284, 3.83186
AnkleLeft, Inferred, 0.6929473, -0.3905696, 3.799865
FootLeft, Tracked, 0.6977597, -0.4147662, 3.747968
HipRight, Tracked, 0.769054, -0.4967277, 3.839777
KneeRight, Tracked, 0.7192675, -0.6893164, 3.735829
AnkleRight, Tracked, 0.8305184, -0.7019085, 3.597689
FootRight, Tracked, 0.7732451, -0.6968346, 3.630259
HipCenter, Tracked, 0.7147719, -0.449558, 3.858671
Spine, Tracked, 0.7124085, -0.4247355, 3.852689
ShoulderCenter, Tracked, 0.7000413, -0.2832621, 3.829351
Head, Tracked, 0.6800162, -0.1649055, 3.832686
ShoulderLeft, Inferred, 0.8152884, -0.2565413, 3.858525
ElbowLeft, Inferred, 0.6973886, -0.2285067, 3.754727
WristLeft, Tracked, 0.6612615, -0.3634134, 3.804502
HandLeft, Inferred, 0.6386063, -0.3735932, 3.834222
ShoulderRight, Inferred, 0.8648484, -0.3869815, 3.795587
ElbowRight, Tracked, 0.8649547, -0.507293, 3.714169
WristRight, Tracked, 0.8704941, -0.3965397, 3.718377
HandRight, Inferred, 0.8773359, -0.3683182, 3.744212
HipLeft, Tracked, 0.6991619, -0.4653794, 3.892622
KneeLeft, Tracked, 0.6563625, -0.1787502, 3.808907
AnkleLeft, Inferred, 0.6547123, -0.4045383, 3.791974
FootLeft, Tracked, 0.666237, -0.4574922, 3.754458
HipRight, Tracked, 0.7379864, -0.5039086, 3.844284
KneeRight, Tracked, 0.7486233, -0.6592414, 3.621691
AnkleRight, Inferred, 0.8548645, -0.777964, 3.657414
FootRight, Tracked, 0.8087943, -0.7385631, 3.631539
HipCenter, Tracked, 0.7182012, -0.4436637, 3.861557
Spine, Tracked, 0.7148452, -0.415929, 3.856429
ShoulderCenter, Tracked, 0.7012919, -0.2894229, 3.843265
Head, Tracked, 0.6814191, -0.1671161, 3.845419
ShoulderLeft, Inferred, 0.816539, -0.2627019, 3.872439
ElbowLeft, Inferred, 0.7435756, -0.3705149, 3.874848
WristLeft, Inferred, 0.6540619, -0.4905538, 3.886356
HandLeft, Inferred, 0.6291525, -0.5360736, 3.893041
ShoulderRight, Inferred, 0.8069369, -0.4001416, 3.834176
ElbowRight, Tracked, 0.8813245, -0.3940341, 3.737274
WristRight, Inferred, 0.855093, -0.4870796, 3.674506
HandRight, Inferred, 0.8463492, -0.5180948, 3.655965
HipLeft, Tracked, 0.7145592, -0.4663583, 3.907413
KneeLeft, Tracked, 0.6654156, -0.1773605, 3.83463
AnkleLeft, Inferred, 0.672241, -0.4024554, 3.807267
FootLeft, Tracked, 0.6799142, -0.454346, 3.767361
HipRight, Tracked, 0.7296928, -0.5084534, 3.826251
KneeRight, Tracked, 0.7622726, -0.6691332, 3.646641
AnkleRight, Inferred, 0.8792524, -0.727989, 3.529395
FootRight, Tracked, 0.8180463, -0.7101985, 3.546166
HipCenter, Tracked, 0.7169343, -0.4610999, 3.855027
Spine, Tracked, 0.7139565, -0.4352595, 3.850542
ShoulderCenter, Tracked, 0.7096283, -0.3180701, 3.847264
Head, Tracked, 0.6696676, -0.1674038, 3.825283
ShoulderLeft, Inferred, 0.6672045, -0.3277664, 3.821582
ElbowLeft, Inferred, 0.6387255, -0.4456999, 3.855435
WristLeft, Inferred, 0.6108617, -0.5605921, 3.895161
HandLeft, Inferred, 0.6026641, -0.5955223, 3.908819
ShoulderRight, Inferred, 0.8011917, -0.4025884, 3.887599
ElbowRight, Inferred, 0.8791395, -0.3958126, 3.746743
WristRight, Inferred, 0.8612037, -0.5429026, 3.716535
HandRight, Inferred, 0.8552251, -0.5919327, 3.708837
HipLeft, Tracked, 0.6786972, -0.492966, 3.888514
KneeLeft, Tracked, 0.6585861, -0.2026, 3.803169
AnkleLeft, Inferred, 0.679653, -0.4253035, 3.772475
FootLeft, Tracked, 0.6861097, -0.4792107, 3.736115
HipRight, Tracked, 0.7616677, -0.5152654, 3.823319
KneeRight, Tracked, 0.7522968, -0.6618317, 3.641562
AnkleRight, Inferred, 0.8957371, -0.7342163, 3.586655
FootRight, Tracked, 0.8877403, -0.6714947, 3.603141
HipCenter, Tracked, 0.7211316, -0.4322645, 3.858387
Spine, Tracked, 0.7158884, -0.4043716, 3.866795
ShoulderCenter, Tracked, 0.7062182, -0.2575443, 3.864137
Head, Tracked, 0.6526961, -0.1617561, 3.842315
ShoulderLeft, Tracked, 0.6157807, -0.2747568, 3.826802
ElbowLeft, Inferred, 0.6181107, -0.2190458, 3.718565
WristLeft, Inferred, 0.620286, -0.3205132, 3.819473
HandLeft, Inferred, 0.6155105, -0.3719785, 3.817678
ShoulderRight, Inferred, 0.7899414, -0.308697, 3.874164
ElbowRight, Inferred, 0.8430495, -0.4143792, 3.786073
WristRight, Inferred, 0.8822715, -0.4754151, 3.696892
HandRight, Inferred, 0.8953455, -0.4957604, 3.669533
HipLeft, Tracked, 0.6902326, -0.4888229, 3.89607
KneeLeft, Tracked, 0.6134789, -0.2104906, 3.819892
AnkleLeft, Tracked, 0.661764, -0.426515, 3.77979
FootLeft, Tracked, 0.6805859, -0.4441249, 3.729551
HipRight, Tracked, 0.7626684, -0.5020814, 3.800528
KneeRight, Tracked, 0.9268906, -0.3715002, 3.729184
AnkleRight, Tracked, 0.9016966, -0.5911867, 3.687217
FootRight, Tracked, 0.8610495, -0.6087871, 3.639734
HipCenter, Tracked, 0.7174397, -0.4492716, 3.855002
Spine, Tracked, 0.7098868, -0.4249005, 3.86671
ShoulderCenter, Tracked, 0.6816344, -0.2979806, 3.874379
Head, Tracked, 0.6766899, -0.1879418, 3.853812
ShoulderLeft, Inferred, 0.5801656, -0.3090239, 3.845606
ElbowLeft, Inferred, 0.6168484, -0.3690175, 3.747776
WristLeft, Inferred, 0.6093876, -0.4510628, 3.863759
HandLeft, Inferred, 0.6103329, -0.5013778, 3.85191
ShoulderRight, Inferred, 0.7653575, -0.3491334, 3.884406
ElbowRight, Tracked, 0.8624623, -0.3872766, 3.765347
WristRight, Inferred, 0.8798465, -0.4764929, 3.697241
HandRight, Inferred, 0.8468565, -0.4812084, 3.678542
HipLeft, Tracked, 0.6854126, -0.500494, 3.882856
KneeLeft, Tracked, 0.6400805, -0.2117558, 3.824435
AnkleLeft, Tracked, 0.6715421, -0.430879, 3.785327
FootLeft, Tracked, 0.67561, -0.4697915, 3.733546
HipRight, Tracked, 0.7665083, -0.4973921, 3.810186
KneeRight, Tracked, 0.9323695, -0.376423, 3.72586
AnkleRight, Tracked, 0.9010081, -0.5944484, 3.678462
FootRight, Tracked, 0.8601197, -0.6132897, 3.631716
HipCenter, Tracked, 0.7031709, -0.4265541, 3.862872
Spine, Tracked, 0.6829984, -0.4023134, 3.8619
ShoulderCenter, Tracked, 0.616813, -0.2768502, 3.828228
Head, Tracked, 0.6578388, -0.1673737, 3.860276
ShoulderLeft, Tracked, 0.6131231, -0.2743379, 3.828848
ElbowLeft, Inferred, 0.6000929, -0.3727232, 3.768867
WristLeft, Inferred, 0.6071404, -0.4970031, 3.841904
HandLeft, Inferred, 0.5837221, -0.5015396, 3.871698
ShoulderRight, Inferred, 0.7005361, -0.3280029, 3.838255
ElbowRight, Tracked, 0.826713, -0.3804922, 3.767438
WristRight, Tracked, 0.8853573, -0.4869872, 3.69712
HandRight, Inferred, 0.9006551, -0.4732613, 3.66496
HipLeft, Tracked, 0.7004106, -0.4856845, 3.917669
KneeLeft, Tracked, 0.6073065, -0.2261601, 3.802117
AnkleLeft, Inferred, 0.650489, -0.4426322, 3.759936
FootLeft, Tracked, 0.6570282, -0.4807702, 3.707941
HipRight, Tracked, 0.7566223, -0.4930397, 3.813501
KneeRight, Tracked, 0.9221814, -0.3738921, 3.726711
AnkleRight, Tracked, 0.8893433, -0.5907011, 3.674859
FootRight, Tracked, 0.8490329, -0.6090333, 3.627533
HipCenter, Tracked, 0.7186577, -0.4302971, 3.85779
Spine, Tracked, 0.7132758, -0.4019561, 3.867567
ShoulderCenter, Tracked, 0.7054856, -0.2620666, 3.861171
Head, Tracked, 0.6532649, -0.1582472, 3.866508
ShoulderLeft, Tracked, 0.6055709, -0.2712151, 3.816904
ElbowLeft, Inferred, 0.6082935, -0.380391, 3.803479
WristLeft, Inferred, 0.6099678, -0.5095258, 3.868185
HandLeft, Inferred, 0.6067641, -0.577601, 3.904997
ShoulderRight, Inferred, 0.7892088, -0.3132194, 3.871198
ElbowRight, Inferred, 0.870895, -0.3876265, 3.759203
WristRight, Inferred, 0.8873768, -0.4887568, 3.695808
HandRight, Inferred, 0.8928707, -0.5224668, 3.677037
HipLeft, Tracked, 0.692549, -0.4860784, 3.896399
KneeLeft, Tracked, 0.6427773, -0.2008605, 3.826653
AnkleLeft, Tracked, 0.6702026, -0.4191152, 3.780568
FootLeft, Tracked, 0.6730717, -0.4583172, 3.729127
HipRight, Tracked, 0.7715853, -0.5016394, 3.803103
KneeRight, Tracked, 0.9281653, -0.3660062, 3.725119
AnkleRight, Tracked, 0.9002101, -0.5837368, 3.676076
FootRight, Tracked, 0.8593876, -0.6030435, 3.629687
HipCenter, Tracked, 0.7115194, -0.4208816, 3.860191
Spine, Tracked, 0.709356, -0.3983068, 3.865725
ShoulderCenter, Tracked, 0.7055926, -0.2852222, 3.855093
Head, Tracked, 0.6719089, -0.1731256, 3.878585
ShoulderLeft, Inferred, 0.6014928, -0.2701492, 3.824596
ElbowLeft, Inferred, 0.6025789, -0.3925162, 3.850183
WristLeft, Inferred, 0.610451, -0.5335587, 3.886805
HandLeft, Inferred, 0.6042261, -0.5781133, 3.902968
ShoulderRight, Inferred, 0.7893158, -0.336375, 3.86512
ElbowRight, Inferred, 0.8843418, -0.3652213, 3.741693
WristRight, Inferred, 0.8745286, -0.4610708, 3.683039
HandRight, Inferred, 0.870189, -0.5100847, 3.667837
HipLeft, Tracked, 0.6784169, -0.4765794, 3.906718
KneeLeft, Tracked, 0.6439221, -0.1903245, 3.833862
AnkleLeft, Tracked, 0.6789371, -0.4067394, 3.784695
FootLeft, Tracked, 0.678369, -0.4459181, 3.733267
HipRight, Tracked, 0.7561947, -0.4944949, 3.811507
KneeRight, Tracked, 0.9238757, -0.3751971, 3.730739
AnkleRight, Inferred, 0.8933703, -0.5905768, 3.672277
FootRight, Tracked, 0.8531572, -0.6087881, 3.62504
HipCenter, Tracked, 0.7083052, -0.4174706, 3.86641
Spine, Tracked, 0.7057355, -0.3981216, 3.870863
ShoulderCenter, Tracked, 0.6943332, -0.3101954, 3.86413
Head, Tracked, 0.6782062, -0.1950637, 3.871842
ShoulderLeft, Inferred, 0.5899974, -0.2923868, 3.834142
ElbowLeft, Inferred, 0.5962562, -0.4148827, 3.85833
WristLeft, Inferred, 0.6102198, -0.553392, 3.89292
HandLeft, Inferred, 0.602196, -0.5883073, 3.905714
ShoulderRight, Inferred, 0.7780563, -0.3613481, 3.874157
ElbowRight, Inferred, 0.8751248, -0.3884835, 3.752359
WristRight, Inferred, 0.8820921, -0.4838282, 3.692612
HandRight, Inferred, 0.8844145, -0.5156098, 3.675049
HipLeft, Tracked, 0.6736495, -0.4717909, 3.919872
KneeLeft, Tracked, 0.6525164, -0.1950483, 3.811148
AnkleLeft, Tracked, 0.6836655, -0.4131617, 3.770487
FootLeft, Tracked, 0.6827449, -0.452968, 3.71959
HipRight, Tracked, 0.7559015, -0.4934578, 3.814673
KneeRight, Tracked, 0.9238072, -0.3774064, 3.729701
AnkleRight, Tracked, 0.9003624, -0.5969102, 3.692809
FootRight, Tracked, 0.8612481, -0.6139632, 3.644279
HipCenter, Tracked, 0.7164924, -0.4215542, 3.864073
Spine, Tracked, 0.7132195, -0.3997183, 3.871648
ShoulderCenter, Tracked, 0.7144951, -0.2472857, 3.863541
Head, Tracked, 0.6384879, -0.1650601, 3.850228
ShoulderLeft, Tracked, 0.6115648, -0.2654562, 3.82113
ElbowLeft, Inferred, 0.609769, -0.3873296, 3.847035
WristLeft, Inferred, 0.6137345, -0.5268133, 3.887579
HandLeft, Inferred, 0.6069739, -0.5770314, 3.901849
ShoulderRight, Inferred, 0.7982182, -0.2984384, 3.873568
ElbowRight, Inferred, 0.876275, -0.3699068, 3.757085
WristRight, Inferred, 0.8868099, -0.4926722, 3.692839
HandRight, Inferred, 0.8903215, -0.533594, 3.673774
HipLeft, Tracked, 0.681018, -0.4724352, 3.901669
KneeLeft, Tracked, 0.6364086, -0.1880736, 3.830608
AnkleLeft, Tracked, 0.6662831, -0.4054514, 3.782828
FootLeft, Tracked, 0.6684418, -0.4455872, 3.732213
HipRight, Tracked, 0.7601168, -0.4986356, 3.811177
KneeRight, Tracked, 0.9312709, -0.4349622, 3.685159
AnkleRight, Tracked, 0.8661303, -0.6629145, 3.714686
FootRight, Tracked, 0.8311344, -0.6686493, 3.66065
HipCenter, Tracked, 0.7288219, -0.4468277, 3.854521
Spine, Tracked, 0.7206973, -0.4253916, 3.864665
ShoulderCenter, Tracked, 0.6945368, -0.2806925, 3.856519
Head, Tracked, 0.6760148, -0.1659079, 3.863698
ShoulderLeft, Tracked, 0.6282761, -0.2653683, 3.819898
ElbowLeft, Inferred, 0.6187507, -0.397803, 3.870448
WristLeft, Inferred, 0.6185212, -0.5424036, 3.89281
HandLeft, Inferred, 0.5954471, -0.5712536, 3.901923
ShoulderRight, Inferred, 0.7782599, -0.3318452, 3.866546
ElbowRight, Inferred, 0.8747021, -0.3833668, 3.753629
WristRight, Inferred, 0.8967577, -0.5252026, 3.712376
HandRight, Inferred, 0.9041096, -0.5724812, 3.700973
HipLeft, Tracked, 0.7015767, -0.4973923, 3.872665
KneeLeft, Tracked, 0.6737992, -0.204431, 3.851004
AnkleLeft, Tracked, 0.6849403, -0.4244781, 3.809822
FootLeft, Tracked, 0.6844162, -0.4616299, 3.756944
HipRight, Tracked, 0.7755948, -0.5034722, 3.796238
KneeRight, Tracked, 0.9394357, -0.3694346, 3.738043
AnkleRight, Tracked, 0.9283617, -0.5881373, 3.687614
FootRight, Tracked, 0.8849542, -0.6074343, 3.643796
HipCenter, Tracked, 0.7216001, -0.4355362, 3.850325
Spine, Tracked, 0.7139214, -0.405851, 3.859268
ShoulderCenter, Tracked, 0.68775, -0.2618498, 3.845681
Head, Tracked, 0.638797, -0.1575387, 3.844653
ShoulderLeft, Inferred, 0.6050686, -0.2775673, 3.812689
ElbowLeft, Inferred, 0.6101519, -0.4059556, 3.871939
WristLeft, Inferred, 0.6177968, -0.5496728, 3.8986
HandLeft, Inferred, 0.6015498, -0.582452, 3.909259
ShoulderRight, Inferred, 0.7714731, -0.3130025, 3.855708
